City Name,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural
Other,August,Thursday,0,5,Truck,9,4,Foggy,National Highway,Dry,Dusk,Police Checkpost,73,19,Male,Valid,No,Curve,Night,0,0,1,0,0
Other,October,Wednesday,2,2,Two-Wheeler,10,5,Clear,State Highway,Dry,Daylight,Police Checkpost,60,70,Female,Valid,No,Bridge,Morning,0,1,0,0,0
Other,November,Sunday,2,1,Bus,3,3,Stormy,Urban Road,Dry,Dusk,Unknown,96,35,Male,Valid,Yes,Bridge,Night,1,0,0,0,0
Other,July,Friday,2,5,Auto-Rickshaw,4,5,Foggy,Village Road,Dry,Daylight,Signs,86,27,Female,Valid,No,Bridge,Morning,0,1,1,0,0
Tirupati,July,Sunday,1,3,Truck,10,3,Hazy,State Highway,Dry,Dark,Signals,40,27,Male,Expired,Yes,Curve,Afternoon,1,0,0,0,0
Nagpur,July,Wednesday,0,3,Auto-Rickshaw,3,2,Rainy,State Highway,Wet,Dark,Police Checkpost,73,44,Male,Unknown,No,Curve,Night,0,0,1,1,0
Visakhapatnam,December,Thursday,0,1,Car,2,5,Clear,State Highway,Damaged,Dark,Signals,88,41,Female,Expired,Yes,Intersection,Morning,0,1,0,1,0
Other,June,Wednesday,2,3,Car,6,0,Rainy,Urban Road,Wet,Daylight,Police Checkpost,106,29,Female,Expired,No,Curve,Night,0,0,1,1,0
Other,March,Monday,2,1,Pedestrian,5,1,Foggy,State Highway,Dry,Dark,Signs,74,40,Female,Valid,Yes,Straight Road,Night,0,0,1,0,0
Other,March,Monday,1,4,Pedestrian,2,5,Stormy,State Highway,Wet,Dark,Signs,83,59,Female,Expired,No,Bridge,Morning,0,1,0,1,0
Other,August,Monday,1,2,Bus,8,4,Clear,National Highway,Dry,Dawn,Signs,54,47,Male,Unknown,Yes,Straight Road,Evening,0,1,0,0,0
Other,July,Friday,2,5,Auto-Rickshaw,10,0,Hazy,Village Road,Wet,Dawn,Police Checkpost,33,27,Female,Unknown,No,Curve,Evening,0,1,0,1,0
Mysore,June,Friday,2,4,Two-Wheeler,6,2,Clear,Urban Road,Damaged,Dusk,Signs,113,37,Female,Expired,Yes,Intersection,Night,0,0,0,1,0
Vadodara,January,Saturday,2,4,Bus,0,4,Foggy,National Highway,Under Construction,Dawn,Signals,101,28,Female,Valid,Yes,Straight Road,Night,1,0,1,0,0
Vadodara,March,Monday,2,1,Bus,10,1,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,89,51,Female,Expired,No,Straight Road,Night,0,0,0,0,0
Other,December,Wednesday,0,3,Pedestrian,10,5,Hazy,Village Road,Under Construction,Dark,Signals,112,20,Female,Unknown,No,Straight Road,Evening,0,1,0,0,0
Kanpur,October,Saturday,2,2,Two-Wheeler,0,2,Stormy,Village Road,Under Construction,Dawn,Unknown,49,62,Male,Unknown,No,Intersection,Afternoon,1,0,0,0,0
Other,May,Monday,0,5,Two-Wheeler,4,5,Rainy,Urban Road,Under Construction,Dusk,Signals,30,34,Male,Valid,No,Intersection,Morning,0,1,1,0,0
Other,January,Wednesday,1,5,Auto-Rickshaw,9,5,Stormy,National Highway,Damaged,Dark,Police Checkpost,48,51,Female,Unknown,Yes,Curve,Evening,0,1,0,1,0
Tirupati,November,Saturday,2,5,Two-Wheeler,1,5,Rainy,Urban Road,Wet,Dawn,Police Checkpost,33,66,Male,Valid,Yes,Curve,Night,1,0,1,1,0
Other,March,Saturday,2,2,Car,8,5,Clear,National Highway,Wet,Dusk,Unknown,32,62,Female,Expired,Yes,Curve,Afternoon,1,0,0,1,0
Other,February,Friday,2,4,Two-Wheeler,6,4,Rainy,State Highway,Dry,Dusk,Police Checkpost,112,62,Female,Expired,Yes,Straight Road,Night,0,0,1,0,0
Lucknow,February,Monday,0,5,Pedestrian,3,4,Stormy,Village Road,Damaged,Dusk,Police Checkpost,65,21,Female,Expired,Yes,Intersection,Night,0,0,0,1,0
Coimbatore,June,Friday,0,2,Two-Wheeler,10,3,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,49,64,Male,Unknown,No,Curve,Night,0,0,0,0,0
Udaipur,July,Friday,0,3,Car,0,4,Clear,State Highway,Dry,Dark,Signals,32,25,Male,Expired,Yes,Straight Road,Morning,0,1,0,0,0
Other,October,Monday,2,1,Cycle,5,1,Hazy,State Highway,Wet,Dusk,Signs,57,53,Female,Valid,No,Straight Road,Morning,0,1,0,1,0
Bangalore,January,Tuesday,2,1,Auto-Rickshaw,10,4,Stormy,National Highway,Wet,Dawn,Signs,47,34,Female,Expired,No,Bridge,Night,0,0,0,1,0
Coimbatore,November,Tuesday,0,1,Bus,9,2,Foggy,Village Road,Under Construction,Dawn,Unknown,94,55,Female,Valid,Yes,Straight Road,Afternoon,0,0,1,0,0
Other,September,Thursday,1,1,Auto-Rickshaw,5,0,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,115,20,Male,Expired,Yes,Bridge,Evening,0,1,1,0,0
Other,September,Monday,1,5,Two-Wheeler,0,5,Rainy,National Highway,Under Construction,Dark,Unknown,64,53,Male,Valid,Yes,Curve,Night,0,0,1,0,0
Lucknow,February,Monday,0,1,Cycle,9,0,Hazy,National Highway,Under Construction,Dusk,Signs,105,61,Female,Valid,No,Intersection,Morning,0,1,0,0,0
Other,August,Wednesday,1,3,Pedestrian,1,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,105,23,Female,Expired,No,Straight Road,Night,0,0,1,0,0
Jaipur,February,Friday,2,3,Truck,4,4,Hazy,Village Road,Wet,Dusk,Signals,39,39,Female,Expired,No,Curve,Night,0,0,0,1,0
Other,April,Friday,0,1,Two-Wheeler,0,3,Hazy,National Highway,Under Construction,Dark,Police Checkpost,87,69,Female,Unknown,No,Intersection,Night,0,0,0,0,0
Other,July,Thursday,2,2,Pedestrian,0,1,Hazy,National Highway,Damaged,Daylight,Signs,95,66,Female,Expired,No,Straight Road,Morning,0,1,0,1,0
Other,December,Thursday,2,3,Truck,4,3,Hazy,Village Road,Under Construction,Dusk,Signals,41,45,Male,Expired,No,Bridge,Afternoon,0,0,0,0,0
Other,October,Friday,0,2,Bus,10,4,Rainy,National Highway,Dry,Dawn,Signs,89,25,Female,Unknown,Yes,Intersection,Afternoon,0,0,1,0,0
Jaipur,May,Monday,0,4,Bus,1,4,Hazy,National Highway,Wet,Daylight,Police Checkpost,77,70,Female,Unknown,Yes,Curve,Afternoon,0,0,0,1,0
Vadodara,November,Sunday,2,4,Cycle,7,0,Clear,Urban Road,Damaged,Daylight,Signs,85,24,Male,Unknown,No,Straight Road,Night,1,0,0,1,0
Mumbai,July,Tuesday,1,2,Bus,10,5,Hazy,State Highway,Dry,Daylight,Signs,111,60,Female,Expired,No,Bridge,Afternoon,0,0,0,0,0
Vadodara,May,Wednesday,2,5,Bus,3,5,Stormy,Urban Road,Damaged,Daylight,Unknown,86,35,Female,Unknown,No,Straight Road,Morning,0,1,0,1,0
Other,November,Tuesday,1,4,Auto-Rickshaw,4,0,Clear,Village Road,Damaged,Dusk,Signs,82,64,Female,Unknown,No,Intersection,Night,0,0,0,1,0
New Delhi,December,Friday,1,2,Two-Wheeler,6,0,Stormy,State Highway,Wet,Dark,Signals,43,37,Female,Expired,Yes,Curve,Morning,0,1,0,1,0
Other,February,Sunday,2,3,Cycle,3,0,Rainy,Village Road,Under Construction,Daylight,Signs,108,24,Female,Expired,Yes,Curve,Morning,1,1,1,0,0
Other,April,Friday,2,1,Bus,2,0,Rainy,National Highway,Damaged,Dusk,Signals,70,19,Female,Valid,No,Intersection,Morning,0,1,1,1,0
Other,November,Friday,1,1,Cycle,1,3,Rainy,Village Road,Under Construction,Dark,Signals,64,25,Female,Unknown,No,Bridge,Night,0,0,1,0,0
Kolkata,July,Wednesday,2,4,Cycle,2,1,Hazy,Urban Road,Wet,Dusk,Signals,86,20,Female,Expired,Yes,Curve,Evening,0,1,0,1,0
Other,January,Monday,2,4,Truck,10,2,Stormy,National Highway,Wet,Daylight,Police Checkpost,57,34,Male,Expired,No,Straight Road,Night,0,0,0,1,0
Other,March,Friday,2,3,Cycle,10,5,Stormy,Village Road,Dry,Daylight,Signals,49,63,Male,Valid,Yes,Bridge,Night,0,0,0,0,0
Other,October,Wednesday,0,1,Bus,5,3,Hazy,State Highway,Dry,Dusk,Signals,78,46,Male,Unknown,No,Bridge,Night,0,0,0,0,0
Other,March,Tuesday,1,1,Truck,6,5,Stormy,National Highway,Dry,Daylight,Signals,71,36,Male,Expired,No,Bridge,Night,0,0,0,0,0
Pune,October,Wednesday,0,1,Two-Wheeler,5,5,Hazy,Village Road,Wet,Dark,Signals,75,70,Female,Unknown,Yes,Intersection,Night,0,0,0,1,0
Other,May,Sunday,1,3,Auto-Rickshaw,3,4,Clear,Village Road,Wet,Daylight,Unknown,80,60,Male,Expired,Yes,Intersection,Afternoon,1,0,0,1,0
Other,October,Wednesday,1,2,Bus,6,1,Hazy,Urban Road,Wet,Dark,Unknown,65,66,Male,Unknown,Yes,Straight Road,Morning,0,1,0,1,0
Ahmedabad,March,Sunday,0,1,Two-Wheeler,8,2,Stormy,Urban Road,Dry,Dusk,Unknown,38,68,Male,Valid,No,Straight Road,Night,1,0,0,0,0
Other,October,Friday,1,4,Cycle,3,3,Hazy,Village Road,Dry,Dawn,Signs,80,47,Male,Expired,Yes,Straight Road,Night,0,0,0,0,0
Other,September,Monday,0,2,Auto-Rickshaw,10,2,Foggy,Urban Road,Under Construction,Daylight,Signals,60,23,Male,Valid,Yes,Bridge,Afternoon,0,0,1,0,0
Other,July,Tuesday,2,2,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Signals,103,63,Female,Unknown,Yes,Straight Road,Morning,0,1,0,1,0
Other,February,Monday,1,2,Truck,7,0,Foggy,State Highway,Dry,Dawn,Signals,54,57,Male,Valid,No,Straight Road,Evening,0,1,1,0,0
Other,September,Monday,1,5,Bus,10,1,Foggy,Urban Road,Damaged,Dawn,Signals,48,25,Female,Valid,Yes,Intersection,Night,0,0,1,1,0
Other,November,Wednesday,2,2,Bus,4,0,Clear,Village Road,Under Construction,Dark,Signs,93,32,Male,Valid,Yes,Curve,Night,0,0,0,0,0
Mysore,March,Thursday,2,1,Bus,8,3,Hazy,National Highway,Dry,Dawn,Police Checkpost,62,20,Male,Unknown,Yes,Intersection,Night,0,0,0,0,0
Other,January,Monday,1,2,Pedestrian,4,4,Hazy,National Highway,Dry,Dusk,Police Checkpost,63,63,Male,Valid,No,Intersection,Night,0,0,0,0,0
Other,July,Sunday,0,3,Cycle,8,1,Clear,Urban Road,Wet,Dusk,Signs,96,25,Female,Valid,Yes,Bridge,Morning,1,1,0,1,0
Durgapur,November,Saturday,2,5,Truck,9,1,Hazy,National Highway,Damaged,Dusk,Signs,59,40,Male,Unknown,Yes,Straight Road,Night,1,0,0,1,0
Other,October,Thursday,2,3,Bus,2,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,40,46,Male,Unknown,Yes,Intersection,Night,0,0,0,0,0
Other,February,Wednesday,1,5,Cycle,8,5,Stormy,National Highway,Wet,Dusk,Unknown,30,59,Female,Unknown,No,Curve,Evening,0,1,0,1,0
Other,September,Thursday,2,3,Auto-Rickshaw,8,3,Foggy,Village Road,Wet,Dawn,Unknown,51,44,Female,Valid,No,Straight Road,Night,0,0,1,1,0
Other,May,Sunday,2,1,Pedestrian,10,2,Foggy,National Highway,Under Construction,Dark,Signs,60,56,Male,Valid,Yes,Bridge,Night,1,0,1,0,0
Surat,January,Friday,1,2,Auto-Rickshaw,4,5,Rainy,State Highway,Wet,Dusk,Signs,94,48,Female,Expired,Yes,Curve,Morning,0,1,1,1,0
Other,September,Tuesday,2,2,Truck,5,4,Stormy,Urban Road,Under Construction,Daylight,Signs,59,42,Male,Unknown,No,Bridge,Night,0,0,0,0,0
Vadodara,September,Monday,0,1,Auto-Rickshaw,7,5,Clear,National Highway,Damaged,Dusk,Unknown,99,53,Female,Valid,Yes,Curve,Evening,0,1,0,1,0
Other,September,Tuesday,2,1,Pedestrian,10,4,Hazy,State Highway,Under Construction,Dark,Police Checkpost,57,56,Female,Valid,Yes,Curve,Night,0,0,0,0,0
Other,October,Tuesday,2,5,Car,6,4,Foggy,Urban Road,Damaged,Dark,Signs,117,20,Male,Unknown,No,Bridge,Morning,0,1,1,1,0
Jodhpur,January,Tuesday,0,5,Pedestrian,1,3,Clear,Urban Road,Dry,Daylight,Police Checkpost,35,30,Male,Valid,Yes,Intersection,Morning,0,1,0,0,0
Other,September,Thursday,1,2,Auto-Rickshaw,9,2,Stormy,State Highway,Dry,Daylight,Unknown,39,43,Male,Unknown,Yes,Bridge,Morning,0,1,0,0,0
Other,October,Thursday,0,2,Pedestrian,9,5,Clear,National Highway,Wet,Dawn,Police Checkpost,35,61,Male,Expired,No,Bridge,Evening,0,1,0,1,0
Jodhpur,December,Monday,0,5,Two-Wheeler,2,4,Clear,State Highway,Under Construction,Dusk,Signs,74,26,Male,Expired,No,Curve,Night,0,0,0,0,0
Other,January,Tuesday,0,1,Truck,6,1,Stormy,Urban Road,Wet,Daylight,Unknown,99,61,Male,Unknown,No,Curve,Morning,0,1,0,1,0
Kanpur,February,Sunday,1,4,Truck,3,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,35,44,Female,Expired,Yes,Curve,Night,1,0,1,1,0
Chennai,September,Wednesday,2,3,Car,8,1,Hazy,National Highway,Under Construction,Daylight,Signs,47,40,Male,Unknown,Yes,Curve,Night,0,0,0,0,0
Chennai,July,Thursday,2,3,Auto-Rickshaw,6,1,Foggy,State Highway,Dry,Dark,Signs,119,63,Male,Valid,No,Bridge,Afternoon,0,0,1,0,0
Chennai,February,Friday,1,5,Bus,9,2,Rainy,State Highway,Wet,Daylight,Signs,106,46,Female,Unknown,No,Intersection,Afternoon,0,0,1,1,0
Other,July,Tuesday,1,5,Pedestrian,7,5,Stormy,National Highway,Wet,Daylight,Police Checkpost,111,63,Female,Expired,No,Curve,Afternoon,0,0,0,1,0
Siliguri,August,Wednesday,1,3,Auto-Rickshaw,7,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,80,26,Male,Unknown,No,Straight Road,Morning,0,1,1,1,0
Lucknow,November,Wednesday,0,4,Auto-Rickshaw,1,0,Rainy,State Highway,Dry,Daylight,Police Checkpost,77,19,Male,Expired,Yes,Intersection,Evening,0,1,1,0,0
Other,November,Tuesday,0,2,Auto-Rickshaw,7,3,Clear,National Highway,Dry,Dark,Unknown,50,43,Female,Valid,Yes,Straight Road,Night,0,0,0,0,0
Siliguri,April,Sunday,1,1,Bus,10,3,Rainy,Village Road,Damaged,Dusk,Signals,79,45,Female,Expired,No,Intersection,Afternoon,1,0,1,1,0
Other,October,Tuesday,2,4,Auto-Rickshaw,9,5,Stormy,Urban Road,Dry,Dark,Police Checkpost,106,31,Male,Expired,Yes,Straight Road,Afternoon,0,0,0,0,0
Other,December,Friday,2,5,Two-Wheeler,1,4,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,80,40,Female,Unknown,No,Intersection,Morning,0,1,0,0,0
Other,March,Friday,1,3,Auto-Rickshaw,10,3,Hazy,State Highway,Wet,Dawn,Signals,48,63,Female,Unknown,Yes,Straight Road,Night,0,0,0,1,0
Other,January,Sunday,0,4,Bus,6,3,Rainy,Village Road,Dry,Dusk,Signals,107,53,Male,Valid,No,Bridge,Morning,1,1,1,0,0
Other,September,Sunday,1,5,Cycle,0,2,Rainy,Urban Road,Wet,Dawn,Police Checkpost,49,36,Male,Expired,No,Bridge,Night,1,0,1,1,0
Other,January,Tuesday,0,5,Car,5,2,Stormy,Village Road,Under Construction,Dawn,Unknown,114,25,Male,Expired,Yes,Bridge,Night,0,0,0,0,0
Other,June,Saturday,0,1,Truck,7,3,Stormy,Urban Road,Dry,Dawn,Signals,37,24,Female,Valid,No,Bridge,Night,1,0,0,0,0
Vijayawada,April,Tuesday,2,3,Two-Wheeler,4,0,Clear,State Highway,Damaged,Dawn,Signs,60,31,Female,Unknown,No,Straight Road,Morning,0,1,0,1,0
Chennai,August,Sunday,2,5,Car,9,0,Foggy,Urban Road,Dry,Dawn,Signals,64,66,Female,Expired,No,Bridge,Night,1,0,1,0,0
Other,January,Friday,1,4,Auto-Rickshaw,10,3,Clear,State Highway,Damaged,Dawn,Unknown,60,34,Male,Unknown,Yes,Intersection,Morning,0,1,0,1,0
Vadodara,February,Monday,1,5,Auto-Rickshaw,0,0,Hazy,National Highway,Under Construction,Dusk,Signals,40,55,Female,Valid,Yes,Intersection,Night,0,0,0,0,0
Bangalore,July,Monday,2,1,Pedestrian,4,0,Clear,Urban Road,Dry,Dusk,Unknown,83,70,Female,Expired,No,Bridge,Night,0,0,0,0,0
Other,June,Thursday,2,5,Auto-Rickshaw,5,0,Foggy,Urban Road,Damaged,Daylight,Signals,75,38,Female,Valid,Yes,Curve,Night,0,0,1,1,0
Other,August,Thursday,1,4,Truck,9,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,106,50,Male,Unknown,No,Bridge,Night,0,0,0,1,0
Udaipur,November,Friday,2,3,Car,10,0,Hazy,Urban Road,Dry,Dusk,Signs,34,67,Male,Valid,No,Intersection,Afternoon,0,0,0,0,0
Visakhapatnam,June,Saturday,2,1,Auto-Rickshaw,6,2,Stormy,Urban Road,Under Construction,Dusk,Unknown,56,37,Male,Valid,No,Bridge,Morning,1,1,0,0,0
Other,September,Tuesday,2,1,Cycle,1,3,Rainy,State Highway,Under Construction,Daylight,Signals,94,53,Female,Expired,Yes,Straight Road,Evening,0,1,1,0,0
Nagpur,March,Friday,1,1,Cycle,5,5,Foggy,State Highway,Damaged,Daylight,Signals,49,27,Female,Valid,No,Bridge,Evening,0,1,1,1,0
Other,June,Wednesday,1,3,Car,3,4,Stormy,Village Road,Damaged,Daylight,Signs,49,32,Male,Valid,No,Curve,Night,0,0,0,1,0
Pune,December,Thursday,0,2,Auto-Rickshaw,2,2,Clear,National Highway,Damaged,Dark,Unknown,87,23,Male,Valid,No,Bridge,Morning,0,1,0,1,0
Other,January,Saturday,1,4,Cycle,5,1,Stormy,State Highway,Wet,Dark,Police Checkpost,106,58,Male,Valid,No,Curve,Evening,1,1,0,1,0
Mysore,April,Sunday,1,3,Pedestrian,2,3,Stormy,National Highway,Under Construction,Dusk,Signs,83,44,Female,Unknown,No,Intersection,Night,1,0,0,0,0
Other,April,Friday,2,1,Bus,8,0,Foggy,Village Road,Wet,Dusk,Signs,56,54,Male,Expired,No,Intersection,Night,0,0,1,1,0
Pune,November,Wednesday,1,2,Two-Wheeler,6,3,Foggy,Urban Road,Damaged,Dawn,Police Checkpost,80,18,Female,Unknown,Yes,Bridge,Afternoon,0,0,1,1,0
Other,September,Monday,1,2,Cycle,4,1,Stormy,State Highway,Dry,Dark,Signals,102,23,Male,Expired,No,Bridge,Morning,0,1,0,0,0
Other,September,Friday,2,3,Car,0,3,Clear,Village Road,Under Construction,Dusk,Police Checkpost,79,54,Male,Expired,No,Bridge,Night,0,0,0,0,0
Other,March,Wednesday,2,4,Truck,10,2,Rainy,Urban Road,Dry,Dark,Unknown,119,58,Male,Expired,Yes,Bridge,Morning,0,1,1,0,0
Other,July,Sunday,1,3,Bus,9,1,Clear,Village Road,Wet,Dawn,Signals,77,41,Female,Valid,Yes,Intersection,Afternoon,1,0,0,1,0
Other,December,Friday,0,2,Auto-Rickshaw,4,4,Rainy,Village Road,Damaged,Daylight,Signs,120,30,Male,Unknown,Yes,Curve,Night,0,0,1,1,0
Durgapur,February,Friday,1,1,Pedestrian,2,4,Hazy,Village Road,Damaged,Dark,Unknown,57,63,Female,Unknown,No,Curve,Night,0,0,0,1,0
Other,December,Friday,0,5,Truck,3,4,Stormy,Urban Road,Damaged,Dusk,Unknown,67,34,Female,Valid,Yes,Straight Road,Afternoon,0,0,0,1,0
Other,June,Wednesday,1,4,Cycle,5,4,Foggy,Urban Road,Wet,Daylight,Signs,116,66,Male,Valid,No,Curve,Night,0,0,1,1,0
Other,March,Monday,1,1,Auto-Rickshaw,0,5,Foggy,State Highway,Dry,Dawn,Police Checkpost,100,60,Male,Valid,Yes,Intersection,Night,0,0,1,0,0
Other,November,Saturday,0,4,Pedestrian,6,3,Clear,Urban Road,Damaged,Daylight,Unknown,82,19,Female,Valid,Yes,Intersection,Night,1,0,0,1,0
Other,September,Thursday,0,1,Pedestrian,3,5,Stormy,Village Road,Wet,Dusk,Police Checkpost,53,36,Male,Expired,No,Bridge,Evening,0,1,0,1,0
Durgapur,March,Wednesday,2,2,Truck,10,4,Stormy,State Highway,Under Construction,Dark,Police Checkpost,115,51,Male,Unknown,No,Straight Road,Morning,0,1,0,0,0
New Delhi,April,Wednesday,2,4,Two-Wheeler,7,4,Clear,National Highway,Under Construction,Dawn,Unknown,119,56,Male,Expired,Yes,Curve,Night,0,0,0,0,0
Other,November,Wednesday,1,5,Pedestrian,10,1,Stormy,National Highway,Dry,Dusk,Unknown,100,40,Female,Unknown,Yes,Straight Road,Night,0,0,0,0,0
Other,January,Wednesday,0,2,Auto-Rickshaw,1,1,Foggy,Village Road,Dry,Daylight,Police Checkpost,87,70,Male,Unknown,No,Straight Road,Morning,0,1,1,0,0
Other,September,Saturday,0,1,Pedestrian,10,3,Foggy,State Highway,Damaged,Dawn,Signs,70,28,Male,Expired,No,Intersection,Night,1,0,1,1,0
Other,July,Saturday,1,2,Two-Wheeler,5,5,Stormy,National Highway,Under Construction,Daylight,Signals,45,44,Female,Expired,No,Intersection,Afternoon,1,0,0,0,0
Other,August,Thursday,2,3,Bus,2,3,Clear,Village Road,Damaged,Daylight,Signs,107,24,Male,Unknown,Yes,Intersection,Afternoon,0,0,0,1,0
Other,September,Thursday,2,3,Truck,8,1,Stormy,Village Road,Wet,Dusk,Signs,105,35,Female,Expired,Yes,Bridge,Night,0,0,0,1,0
Coimbatore,December,Sunday,1,2,Car,3,0,Rainy,Village Road,Damaged,Dawn,Signals,82,67,Female,Valid,No,Straight Road,Evening,1,1,1,1,0
Other,August,Friday,1,1,Car,6,3,Clear,Urban Road,Under Construction,Dusk,Signs,57,37,Female,Expired,No,Bridge,Afternoon,0,0,0,0,0
Tirupati,February,Saturday,1,2,Two-Wheeler,6,4,Foggy,Village Road,Dry,Dusk,Signs,39,43,Female,Unknown,No,Straight Road,Afternoon,1,0,1,0,0
Other,February,Saturday,2,1,Auto-Rickshaw,4,0,Rainy,Village Road,Under Construction,Dark,Signs,37,39,Male,Valid,Yes,Straight Road,Morning,1,1,1,0,0
Other,March,Sunday,0,2,Bus,7,0,Clear,National Highway,Wet,Dark,Unknown,63,57,Female,Valid,No,Intersection,Morning,1,1,0,1,0
Other,August,Saturday,2,2,Pedestrian,10,3,Hazy,State Highway,Under Construction,Dusk,Signals,84,40,Male,Valid,Yes,Intersection,Morning,1,1,0,0,0
Chennai,June,Saturday,1,4,Pedestrian,2,0,Foggy,State Highway,Dry,Daylight,Signs,119,62,Female,Expired,No,Intersection,Evening,1,1,1,0,0
Other,February,Tuesday,1,3,Bus,1,2,Hazy,National Highway,Dry,Dark,Signs,96,59,Female,Valid,No,Bridge,Evening,0,1,0,0,0
Surat,March,Sunday,0,5,Auto-Rickshaw,8,0,Clear,Urban Road,Damaged,Dark,Signals,99,63,Male,Unknown,Yes,Intersection,Night,1,0,0,1,0
Other,July,Sunday,0,2,Auto-Rickshaw,2,5,Clear,Urban Road,Dry,Dawn,Police Checkpost,108,56,Female,Expired,Yes,Bridge,Night,1,0,0,0,0
Dwarka,April,Wednesday,1,3,Cycle,3,0,Stormy,Village Road,Wet,Daylight,Signs,61,63,Female,Expired,Yes,Straight Road,Morning,0,1,0,1,0
Other,March,Wednesday,1,1,Truck,5,1,Clear,Urban Road,Wet,Daylight,Signs,54,32,Female,Expired,No,Intersection,Afternoon,0,0,0,1,0
Other,October,Friday,0,5,Car,5,0,Stormy,Urban Road,Dry,Dusk,Signs,70,57,Female,Unknown,No,Curve,Afternoon,0,0,0,0,0
Other,June,Tuesday,0,4,Two-Wheeler,4,3,Stormy,National Highway,Wet,Dusk,Signals,87,50,Female,Valid,No,Curve,Morning,0,1,0,1,0
Other,December,Thursday,0,5,Truck,10,3,Foggy,Village Road,Under Construction,Dawn,Signals,58,51,Male,Valid,Yes,Curve,Night,0,0,1,0,0
Other,February,Monday,0,5,Car,5,4,Rainy,Village Road,Wet,Dark,Unknown,70,28,Female,Expired,No,Curve,Night,0,0,1,1,0
Dwarka,September,Tuesday,0,3,Truck,7,5,Foggy,Urban Road,Dry,Dusk,Police Checkpost,50,32,Female,Valid,No,Straight Road,Evening,0,1,1,0,0
Other,December,Sunday,2,5,Pedestrian,8,1,Hazy,National Highway,Under Construction,Dusk,Signs,51,55,Male,Valid,No,Intersection,Morning,1,1,0,0,0
Surat,January,Tuesday,0,2,Car,2,3,Hazy,State Highway,Under Construction,Dark,Police Checkpost,40,49,Female,Unknown,Yes,Straight Road,Night,0,0,0,0,0
Other,August,Wednesday,1,2,Auto-Rickshaw,9,2,Foggy,National Highway,Dry,Dusk,Police Checkpost,32,48,Female,Unknown,No,Intersection,Night,0,0,1,0,0
Other,January,Friday,0,2,Auto-Rickshaw,4,1,Foggy,State Highway,Dry,Daylight,Signals,107,51,Male,Unknown,Yes,Intersection,Night,0,0,1,0,0
Siliguri,December,Friday,0,4,Two-Wheeler,5,2,Stormy,Village Road,Dry,Dawn,Unknown,33,30,Male,Unknown,No,Curve,Night,0,0,0,0,0
Mangalore,October,Monday,2,3,Cycle,0,1,Stormy,National Highway,Damaged,Dusk,Signals,58,55,Male,Valid,Yes,Bridge,Night,0,0,0,1,0
Other,March,Saturday,1,4,Auto-Rickshaw,6,0,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,56,38,Female,Expired,Yes,Straight Road,Morning,1,1,0,0,0
Other,November,Wednesday,0,1,Truck,8,3,Stormy,Urban Road,Damaged,Daylight,Unknown,116,37,Male,Expired,No,Bridge,Night,0,0,0,1,0
Other,August,Friday,2,1,Pedestrian,0,4,Stormy,Village Road,Damaged,Dark,Signs,64,37,Female,Unknown,No,Bridge,Night,0,0,0,1,0
Other,July,Monday,0,5,Pedestrian,1,1,Rainy,State Highway,Damaged,Dark,Signals,51,48,Male,Unknown,Yes,Curve,Night,0,0,1,1,0
Mangalore,March,Tuesday,2,4,Truck,6,4,Rainy,Village Road,Damaged,Daylight,Signs,48,44,Female,Unknown,No,Straight Road,Night,0,0,1,1,0
Jaipur,July,Saturday,2,1,Car,5,1,Stormy,National Highway,Wet,Dark,Police Checkpost,71,59,Female,Expired,No,Straight Road,Morning,1,1,0,1,0
Other,December,Friday,1,5,Pedestrian,10,2,Hazy,National Highway,Wet,Dawn,Unknown,43,19,Female,Unknown,No,Bridge,Morning,0,1,0,1,0
Varanasi,April,Thursday,2,2,Pedestrian,9,2,Rainy,National Highway,Wet,Dark,Signs,79,35,Female,Valid,No,Straight Road,Night,0,0,1,1,0
Other,July,Wednesday,2,4,Bus,6,0,Hazy,State Highway,Wet,Dawn,Police Checkpost,37,23,Male,Valid,No,Curve,Night,0,0,0,1,0
Jodhpur,November,Sunday,1,4,Pedestrian,1,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,115,64,Female,Expired,Yes,Straight Road,Night,1,0,0,0,0
Bangalore,December,Saturday,0,4,Pedestrian,2,1,Foggy,Urban Road,Damaged,Daylight,Police Checkpost,69,70,Female,Expired,No,Bridge,Afternoon,1,0,1,1,0
